Unique ID,Agency,Chapter or Office Name,Office Type,Office Type 2,LongName,Website,Phone Number Advertise Google,Hours of Operation,Main Contact,Contact Email,CSC/CM First Name,CSC/CM Last Name,AMS First Name,AMS Last Name,IT Contact,IT Email,IT Phone,PO Box,Address,City,State,ZIP,Latitude,Longitude,Elevation,Plus Code,Google Maps,GPS Source,Phone 1,Phone 2,NN Branch,Division,Driving Directions,Office Number/Location,Building Name/None,Chapter LGA,In-House IT,3rd Party IT,Emergency Response Team,Survey Conducted by,Survey Date,Title,Email,Surveyor Phone,Acknowledged by,Contact Title,Section2,Internet Provider,Internet Speed Contract (down),Internet Speed Contract (up),Internet Speed Contract (original), Internet MRC* , Cost /mb contract , Cost/mb tested ,Survey/Comments,Media,My IP Address,Internet Speed Test Trial 1 (down),Internet Speed Test Trial 1 (up),Tested To,Internet Speed Test Trial 2 (down),Internet Speed Test Trial 2 (up),Tested to2,Internet Speed Test Trial 3 (down),Internet Speed Test Trial 3 (up),Average Trial DL,Average Trial UL,Tested to3,Trace route to navajo-nsn.gov,Trace route to www.google.com,Trace route to www.nnoc.org,Phone Provider,Phone Lines Qty, Phone MRC* , Average MRC per line , Survey/ Comments ,Phone Media,VoIP,# of Trunks,VoIP MRC*,VoIP Media,Two Way Radio,Model,Purpose,Fiber Optic,Comments  Fiber Optics,Cellular Service Available,Operators,Emergency Call,Media Emergency ,Who is receiving the call?,Comments Network Services,Section3,Existing Network Cabling,Number of Network Drops,Comments Net Cabling,Routers,Routers Qty,Comments Routers,Switches,Switches Qty,Comments Switches,Firewall,Firewall Qty,Comments Firewall,Wi-Fi APs,AP Qty,Public Wi-Fi,Computers,Computers Qty,Public Access Wi-Fi,Comments Computers,Printers,Qty,Public Access Computers,Comments PC printers,Faxes,Fax Lines Qty,Servers,ServerQty,Purpose/ Comments Server,UPS,UPS Qty,Purpose/ Comments UPS,Others,Others Qty,Purpose/ Comments Others,Email Provider,Email Comments,Web Browsing Provider,Web Comments,Cloud Storage,Cloud Comments,Data Base Provider,DB Comments,Service Desk Provider,Telecom and IT Comments,Section 4 - Site Plan,IT Room layout,Fiber Demark,Telecommunications/radio/cellular towers within sight of your building,Does DCD/NNAA have address point for this building?,CAD Drawing or Sketch available and provided to the surveyor,Section 5 Picture Key,Building Front Pic,Building Side Pic,Building Entrance Pic,IT Room Pic,Reception Area/Desk Pic,Telco Services Demarcation Pic,Telco Services Entry Port Pic,Fiber Optic Entry Pic,"Wireless Antennas (Microwave, Cellular, Satellite)  Pic",Router/Telecom Rack Pic,Printers Pic,Wi-Fi Access Points Pic,List of additional (Others),Short Video Clip of the Facilities,Section 6 - Entities,Navajo Head start,Office of Dine Youth,Regional Business Development Office,Navajo Department of Workforce Development,Navajo Department of Veterans Affairs,Office of Labor Relations,Navajo Office of Vital Records,Department of Child Support Enforcement,Community Health Representative/Outreach Program (CHR),Department of Behavioral Health (DBH),Food Distribution Program,Navajo Area Agency on Aging (NAAA),New Dawn Program,Office of Environmental Health & Code Enforcement,Special Diabetes Project,Child Care Development Fund (CCDF),Department of Self Reliance,Department of Family Services,Facilities Maintenance Department,Fleet Management Department,Abandoned Mine Lands Reclamation (AML),Agriculture Department,Land Department,I H S,Senior Citizens Center,Convenience Store ,Commercial Outlets,Multi-purpose Complex,Feed/Tack Store,Solid Waste Transfer Station,Museum,Community Cemetery,Clinic,NTUA Wireless Store/Office,NTUA Regional Office,Cellular One Store,Other Telecommunication Store,Libraries,Churches,School,List of additional (Others) Entities,Fish & Wildlife,Water Resources,Election Administration,Judicial District Courts,Police Districts,Office of Navajo Scholarship & Financial Assistance,Administrative Service Center,Emergency Medical Services,Day Care Centers,DCD/ASC Office,Navajo Department of Transportation,Navajo Water & Sanitation,Navajo Water Development,Criminal Investigations Office,Capital Projects Management Office,Housing Improvement Program,Parks & Recreation,List of additional (Others) 2,Lat,Long
142,Fort Defiance,Whitecone,Chapter House,Chapter House,Whitecone_Chapter House,,(928) 654-3900,,Leona Bia,whirecone@navajochapters.org,Sherry,"Dick, CSC",(Vacant),,,,,28 N. HWY 77 PMB 5120,"SR-77 and Goldeneagle Dr, White Cone, AZ",Holbrook,AZ,86025,35 33 42.27 N,110 04 48.55 W,6210,857FHW69+MW,"https://www.google.com/maps/place/White+Cone+Chapter/@35.5617595,-110.0823655,17z/data=!3m1!4b1!4m5!3m4!1s0x872fc4d026b9f6e7:0x9098175550d6dbd7!8m2!3d35.5617552!4d-110.0801768?hl=en",AMC Survey,(928) 654-3900,(928) 654-3928,Executive,Community Development,,,,No,Not reported,,,Michael A Tsosie,10/10/2017,Senior Network Specialist,michaeltsosie@navajo-nsn.gov,928-871-6016,Leona Bia,AMS,,Frontier,,,,$200.00 ,  ,$465.12 ,AMC phone Survey,,,0.43,,,,,,,,0.43,,,,178,,Frontier,1,$200.00 ,$200.00 , AMC phone survey ,,,,,,,,,,,Yes,CellularOne,,,,,,,,,,,,,,,,,,Yes,,,Yes,4,,HP All-in-One's; HP Desktop's,Yes,,,,Yes,1,,,,Yes,1,tripplite,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,SPEED TEST,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.561757,-110.080177
145,Fort Defiance,Wide Ruins,Chapter House,Chapter House,Wide Ruins_Chapter House,,,,Carmelita Tsosie,wideruiuns@navajochapters.org,Vernita S.,"Tsosie, CSC",Carmelita,"Tsosie, AMS",Sylvia Jordan,syl@navajochapters.org,,PO Box 208,"US-191 & Wide Ruins School Rd, Wide Ruins,AZ",Chambers,AZ,86502,35 25 3.1 N,109 29 56.7 W,6265.7,857GCG92+29,"https://www.google.com/maps/search/wide+ruins+chapter+house/@35.3149936,-109.6502707,11z?hl=en",AMC Survey,(928) 652-3223,,Executive,Community Development,CG92+28,,,No,no,Yes,No,Sylvia Jordan,23/01/2018,PIT ,sjordan@nncdc.org,928-871-7213,Anslem Lee,Maintenance Man,,LBI Sat LLC ,5,1,.12/.05,$246.00 ,$49.20 ,  ,,Satellite,64.118.55.117,0.12,0.05,,,0.05,,,,,,,,,,Frontier,3,, $-   ,,Copper,,,,,No,,,No,,Yes,CellularOne,no,,,,,Yes,2,,Yes,,,no,,,,,,No,,no,Yes,3,no,,Yes,3,no,,Yes,1,No,,,no,,,no,,,navajochapters.org (google),,real time solutions,,Google Drive,none,,,,,,,,,,,,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.417587,-109.499261
146,Northern,Aneth,Chapter House,Chapter House,Aneth Chapter_Chapter House,,,,Wilbur B. Capitan,syl@navajochapters.org,Wilbur B.,"Capitan, CM",Genevieve,"Johnson, AA",syl@navajochapters.org,,(928) 871-7213,PO Box 430,"UT-162 & Riverside Ct, Aneth, UT",Montezuma Creek,UT,84534,37 12 53.0 N,109 10 58.78 W,4534.8,859G6R78+VR,"https://www.google.com/maps/search/Aneth+Chapter+House,+Aneth,+UT/@37.2152853,-109.1861352,16.17z?hl=en",CT Survey,(435) 651-3525,,Executive,Community Development,6R78+VR,,,Yes,no,Yes,Yes,Sylvia Jordan,26/10/2017,Principal IT,syl@navajochapters.org,(928)871-7213,Genvieve Johnson,Administrative Assistant,,Farmers Telecommunication,,,,$100.00 ,  ,$12.76 ,AMC phone Survey,,,3.2,14.7,,17.1,3.31,,3.21,15.1,7.84,11.04,,,,,Frontier,,$248.07 ,  , AMC phone survey ,,None,,,,Yes,Unknown,Emergencies,,,Yes,CellularOne,no,,,,,No,3,,Yes,1,,Yes,1,,no,,,No,,no,Yes,6,,,Yes,2,,Multifunction Printer,Yes,1,No,,,Yes,4,,,,,navajochapters.org (google domain),,Realtime solutions,,Google Drive,,None,,None,,,,,,,,,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,OFFICE LAYOUT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.214823,-109.183546
147,Northern,Beclabito,Chapter House,Chapter House,Beclabito_Chapter House,beclabito.navajochapters.org,(928) 656-3265,8AM–5PM,Lenora Robinson,beclabito@chapters.org,Lenora,"Robinson, CM",Felipita,"Charles, AA",,,(928)656-3265,HC-61 Box 20,"US-64, Beclabito, NM",Shiprock,NM,87420,36 49 50 N,109 0 59 W,5632.5,858GRXJM+6C,"https://www.google.com/maps/place/Beclabito+Chapter+Administration+Building/@36.8302565,-109.0175738,17z/data=!3m1!4b1!4m5!3m4!1s0x873a39e959d13f8f:0x197215fbbef39009!8m2!3d36.8302522!4d-109.0153851?hl=en",AMC Survey,(928) 656-3265,,Executive,Community Development,19 miles west of Shiprock C1 road 9062,,Administration Building,Yes,No,Yes,,,,,beclabito@navajochapters.org,,,,,Frontier,,,,$98.00 ,  ,$300.00 ,AMC phone Survey,,74.40.143.156,0.17,0.06,,0.13,0,,0.68,0,0.33,0.02,,3 hops timed out,18 hops,16 hops,Frontier,,$151.00 ,  , AMC phone survey ,,,,,,,,,,,Yes,CellularOne,,,,,,Yes,12,,no,,,Yes,1,green net switch hub,no,,,Yes,1,Yes,Yes,6,Yes,2 for public / 4 for staff,Yes ,3,Yes,1 for public,Yes,1,No,,,no,,,,,,navajochapters.org ,,,,,,,,DCD  dept,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.830254,-109.015386
149,Northern,Burnham,Chapter House,Chapter House,Burnham_Chapter House,,,,Paula Begay,burnham@navajochapters.org,Gloria,"Redhorse, CM",Paula,"Begay, AA",,,,PO Box 7359,"12 miles east of US 491 on Navajo Route 5 and .5
mile South on Navajo Route 5080",Newcomb,NM,87455,36 21 54.24 N,108 29 52.48 W,5445.2,858H9G82+2R,"https://www.google.com/maps/place/36°21'54.3%22N+108°29'52.8%22W/@36.3664999,-108.5041922,15.92z/data=!4m5!3m4!1s0x0:0x0!8m2!3d36.365079!4d-108.497996?hl=en",CT Survey,(505) 696-5470,,Executive,Community Development,,,,Yes,Not reported,,,Team 7,21/11/2017,SIST,,928-871-6520,,,,Century Link,15,,12.42 mbps,, $-   , $-   ,Free 2 year trial AMC phone survey,Copper,,12.42,,,,,,,,12.42,,,,,,Frontier,,$200.00 ,  , AMC phone survey ,Copper,None,,,,No,,,,,Yes,"Verizon, AT&T, T-Mobile, Sprint, CellularOne",,,,,,Yes,2,,no,1,,Yes,1,,no,,,,1,no,Yes,4,no,,Yes,3,no,,Yes,1,No,,,no,,,,,,,,"Edge, Chrome",,None,,None,,None,,,,,,,,,Y,N,N,N,Y,Y,N,N,Y,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.365079,-108.497996
150,Northern,Cove,Chapter House,Chapter House,Cove_Chapter House,cove.navajochapters.org,(928) 653-5806,,"Lorraine Johnson-Ray, CM",cove@navajochapters.org,Lorraine,"Johnson-Roy, CM",Lorinda,"Cadman, AA",Sylvia Jordan,syl@navajochapters.org,,PO Box 378,"Indian Rte 33 & Rte 331, Yazzi, AZ",Red Valley,AZ,86544,36 35 4.08 N,109 11 26.87 W,6052.8,858GHRM5+QM,"https://www.google.com/maps/place/Cove+Chapter+House/@36.5844595,-109.1930133,17z/data=!3m1!4b1!4m5!3m4!1s0x873a681e6249b7cb:0x34275fc5ad901880!8m2!3d36.5844552!4d-109.1908246?hl=en",CT Survey,(928) 653-5806,(928) 653-5807,Executive,Community Development,HRM5+QNM,,,Yes,no,no,Yes,Sylvia Jordan,24/01/2018,Principal IT,sjordan@nndcd.org,928-871-7213,Lorenda Cadman,Administrative Assistant,,Wild blue,,,,,  , $-   ,,Satellite,"75.105,162.97",12.1,1.41,,15.7,1.37,,10.9,1.42,12.9,1.4,,,,,Frontier,3,$122.17 ,$40.72 ,,Copper,None,,,,Yes,Kenwood,Backup to Alert,no,,Yes,"Verizon, AT&T, NTUAW, CellularOne",no,wireline,Albuquerque,25 GB ,,Yes,,,Yes,,,Yes,,,no,,,No,1,no,Yes,3,no,None,Yes,4,no,,Yes,,No,,,Yes,3,,,,,navajochapters.org,,real time solutions,,Google Drive,,None,,None,multifunctional,,,,,,,,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,kitchen,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.584458,-109.190824
151,Northern,Gadii ahi (Cudeii),Chapter House,Chapter House,Gadii ahi (Cudeii)_Chapter House,gadiiahi.navajochapters.org,(505) 368-1070,8AM–5PM,Linda Hayes,,Lynda M.,"Hayes, CSC",Janice,"Biggs, AMS",,,(505) 368-1070,PO Box 1318,Indian SR-57,Shiprock,NM,87420,36 51 04.65 N,108 46 51.08 W,4854.7,858HV629+GM,"https://www.google.com/maps/@36.851454,-108.7812843,215m/data=!3m1!1e3",AMC Survey,(505) 368-1070,,Executive,Community Development,,,,No,Not reported,,,Michael A Tsosie,30/11/2017,Senior Network Specialist,michaeltsosie@navajo-nsn.gov,928-871-6016,Janice Biggs,,,Frontier,,,,,  , $-   ,,,,5.75,0.88,,,,,,,5.75,0.88,,,,,Frontier,,,  ,,,,,,,,,,,,Yes,Various,,,,,,,,,,,,,,,,,,Yes,1,,Yes,5,,,Yes,4,,,Yes,1,,,,Yes,,,,,,gmail.com,,,,,,,,,,,,,,,,,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,FIRE EVACUATION PLAN,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.851309,-108.780834
153,Northern,Hogback (Tse Daa Kaan),Chapter House,Chapter House,Hogback (Tse Daa Kaan)_Chapter House,,,,"Anita Hayes, Manager",,Anita,"Hayes, CM",Charlene,"Dodge, AA",,,,,P.O Box 1288,Shiprock,NM,,36 46 32.70 N,108 36 31.61 W,5000,858HQ9GR+8F,"https://www.google.com/maps/place/36%C2%B046'32.8%22N+108%C2%B036'31.4%22W/@36.775778,-108.6092622,161m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0x0!7e2!8m2!3d36.7757776!4d-108.6087154",AMC Survey,(505) 368-1599,,Executive,Community Development,,,,Yes,Not reported,,,Michael A Tsosie,30/11/2017,Senior Network Specialist,michaeltsosie@navajo-nsn.gov,928-871-6016,Samantha Durfee,Acting Tech,,Frontier,,,,$235.00 ,  ,  ,AMC phone survey,,,,,,,,,,,,,,,,,Frontier,,$300.00 ,  ,,,,,,,,,,,,Yes,Various,,,,,,Yes,,,Yes,,,Yes,,,Yes,,,Yes,,,Yes,5,,,Yes,5,,,Yes,1,Yes,1,,Yes,,,,,,frontier,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.775778,-108.608715
155,Northern,Mexican Water,Chapter House,Chapter House,Mexican Water_Chapter House,navajochapters.org,(928) 429-0943,,Martha Saggboy,mexicanwater@navajochapters.org,Martha,"Saggboy, CM",Phoebe C.,"Begay, Sr. Acct.",,,,HC 61 Box 38,"5058 Indian Rte, Mexican Water, AZ",Teecnospos,AZ,86514,37 1 21.24 N,109 36 3.48 W,5128.3,859G29FX+2J,"https://www.google.com/maps/place/Mexican+Water+Chapter+House/@36.9648302,-109.6395464,17z/data=!3m1!4b1!4m5!3m4!1s0x8730ab1486c4eb87:0xd6dce3192e4516f8!8m2!3d36.9648259!4d-109.6373577?hl=en",CT Survey,(928) 429-0986,"(928) 429-0943, 1054",Executive,Community Development,,,,Yes,No,Yes,,Tyler Capitan,29/11/2017,Office Assistant,,,Marthleen Stephenson,,,NTUA,,,,$79.99 ,  ,$8.39 ,1 year NTUA AMC phone survey,,"162,219,88,98",9.52,8.1,,9.53,6.34,,9.54,9.26,9.53,7.9,,,,,CellularOne,,$180.00 ,  , AMC phone survey ,Wireless,,,,,,,,,,Yes,NTUAW/CellularOne,,,,"Demark  lat: 37º 01,267´    long : W 109º 36,059´ Elevation 5102 ft         Wasn´t able to tracert due to firewall security they  have here",,Yes,44,cat 5 e,,,,Yes,3,dell,Yes,1,SonicWALL dell,Yes,1,Yes,Yes,7,,,Yes,2,,,no,,No,,,Yes,1,dell,,,,mexicanwater@navajochapters.org,,,,,,,,Corey Begay,,,,,,,,,Y,Y,N,N,N,N,N,N,N,N,N,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.964828,-109.637358
156,Northern,Nenahnezad,Chapter House,Chapter House,Nenahnezad_Chapter House,nenahnezad.navajochapters.org,(505) 960-9702,,Arthur Bavaro,aabavaro@navajochapters.gov,Arthur A.,"Bavaro, CSC",Laura,"Tom-Jones, AMS",InterLinx Solutions,,,PO Box 438,West Hwy 64 & County Road 6675 & Navajo Route 365,Fruitland,NM,87416,36 44 43.86 N,108 24 40.26 W,5142.4,858HPHWQ+6G,"https://www.google.com/maps/place/Nenahnezad+Chapter+House/@36.7455669,-108.4134171,17z/data=!3m1!4b1!4m5!3m4!1s0x873ba27aaaaaaaab:0x19c8777bbbe58f1f!8m2!3d36.7455626!4d-108.4112284?hl=en",CT Survey,(505) 960-9702,,Executive,Community Development,,505-960-9702,Administration,No,No,Yes,,Tyler Capitan,28/11/2017,Communications Service Coordinator,aabavaro@navajochapters.gov,505-960-9702,Arthur Bavaro,,,Sacred Wind,,,,$200.00 ,  ,$10.32 ,AMC phone Survey,Copper,192.168.50.x/24,19.53,1.2,,19.71,1.19,,18.91,1.1,19.38,1.16,,4 hops,16 hops,17 hops,Sacred Wind,,$50.00 ,  , AMC phone survey ,,PVX,,,,No,,,,,Yes,AT&T,no,,,Times out,,Yes,46 or 16,cat 5  ¬ 6,Yes,1,,Yes,2,cisco,Yes,,SonicWALL dell,Yes,1,no,Yes,11,Yes,8 + 3 = 11 pc,Yes,3,Yes,,Yes,1,No,,,no,,,,,,navajochapters.org,nenahnezad@navajochapters.gov,sacred winds,,,,,,sacred winds,come out when they troubleshoot,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.745564,-108.411228
157,Northern,Newcomb,Chapter House,Chapter House,Newcomb_Chapter House,newcomb.navajochapters.org,(505) 696-3300,"8AM–12PM, 1–5PM",Edison J Jim,newcomb@navajochapters.org,Norman D.,"Benally, CM",Harrod,Dixon,Denise Copeland,drecopeland@nndcd.org,,PO Box 7946,"MM56.6, U.S. HWY 491",Newcomb,NM,87455,36 16 58.2 N,108 42 31.2 W,5560.7,858H77MR+4G,"https://www.google.com/maps/place/Newcomb+Chapter/@36.2828134,-108.7108493,17z/data=!3m1!4b1!4m5!3m4!1s0x873b1b6487e752d5:0x4fb77cd5a399b3cb!8m2!3d36.2828091!4d-108.7086606?hl=en",CT Survey,(505) 696-3300,(505) 696-3436,Executive,Community Development,"1/4 mile west mile marker 56.6 off US hwy 491 Newcomb, NM 87455",,,Yes,no,no,no,Team 7,27/11/2017,PIST,,928-871-6520,Edison Jim,Chapter Manager,,Frontier,5,1,2.24 mbps,$267.54 ,$53.51 ,$119.44 ,,Copper,,2.24,,,,,,,,2.24,,,,,,Frontier,3,$327.14 ,$109.05 ,,Copper,None,,,,No,,,,,Yes,"Verizon, AT&T, T-Mobile, Sprint, CellularOne",,,,,,Yes,4,,Yes,1,,Yes,1,,no,,,,1,no,Yes,4,no,,Yes,3,no,,Yes,1,No,,,no,,,,,,navajochapters.org,,"Edge, Chrome, IE, Firefox",,None,,None,,None,,,,,,,,,N,N,N,Y,N,N,N,N,N,Y,N,Y,,N,,Yes,,,,,,,,,,,Y,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,36.282811,-108.70866
159,Northern,Red Mesa,Chapter House,Chapter House,Red Mesa_Chapter House,,,,Minnie John,redmesa@navajochapters.org,Minnie L.,"John, CSC",(Vacant),,InterLinx Solutions-Corey Johnson,corey@interlinx.biz,,PO Box 422,"Indian Rte 35 & 5060, White Mesa Village, UT",Montezuma Creek,UT,84534,37 3 53.6 N,109 21 49.4 W,5292.7,859G3J7P+XG,"https://www.google.com/maps/@37.0648079,-109.3644706,204m/data=!3m1!1e3",CT Survey,(928) 656-3679,,Executive,Community Development,8 miles North of Jct Hwy 160 & NN 35,,,No,Yes,Yes,no,DIT Desktop/Team 7,22/01/2018,PIST,,(928) 871-6520,Jennifer Begay,Office Specialist,,Farmers Telecommunication,10,, 10GB,$129.99 ,$13.00 ,$9.52 ,,"Copper, Satellite",75.105.161.33,13.65,4.21,,12.08,4.53,,15.24,4.38,13.66,4.37,,30 hops,19 hops,13 hops,Frontier,5,$190.00 ,$38.00 ,,Coax,N/A,,,,No,,,no,,Yes, Verizon x AT&T   xT-Mobile  Sprint  ¨ NTUAW x CellularOne ¨,no,,,Any Relevant or specific information related to the local network,,Yes,26,Data lines patched into switches,no,,,Yes,3,,no,,,Yes,1,no,Yes,8,Yes,,Yes,6,no,,Yes,1,,,,,,,Yes,,"Others, such as scanners",Navajo Nation,,"Chrome, IE , Edge, Firefox",,None,,None,,None,Any Relevant or specific information related to the local network,,,,,,,,Y,N,N,Y,N,N,N,N,N,Y,N,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.064825,-109.363888
160,Northern,Red Valley,Chapter House,Chapter House,Red Valley_Chapter House,redvalley.navajochapters.org,(928) 653-5800,8AM–5PM,Loretta John- CSC,redvalley@navajochapters.org,Sylvia,"Preston, CSC",(Vacant),,Sylvia Jordan,,,PO Box 304,Indian Rte 13,Red Valley,AZ,86544,36 35 51.85 N,109 03 33.87 W,5835,858GHWXR+36,"https://www.google.com/maps/place/Red+Valley+Chapter+House/@36.5978153,-109.0616255,17z/data=!3m1!4b1!4m5!3m4!1s0x873a44cfb293a285:0x9b9cf5138511123f!8m2!3d36.597811!4d-109.0594368?hl=en",CT Survey,(928) 653-5800,,Executive,Community Development,,,,No,Not reported,,,Team 7,28/11/2017,SIST,derekrharvey@navajo-nsn.gov,928-871-6520,Loretta John,,,Frontier,5,1,0.36 mbps,$160.00 ,$32.00 ,$444.44 ,w/phone AMC phone survey,,74.42.78.24,0.36,,,,,,,,0.36,,,,,,Frontier,,,  ,,Copper,,,,,No,,,,,Yes,Verizon  tat  T-Mobile   sprint  CellularOne,Yes,wireline,,,,Yes,4,,Yes,2,,no,,,no,,,Yes,2,no,Yes ,5,no,,Yes,2,no,,Yes ,1,,,,Yes,,,,,,navajochapters.org,,"IE, Chrome, Edge",,None,,none,,none,,,,,,,,,N,Y,N,N,N,N,N,N,Y,Y,N,Y,SECURITY SYSTEM,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.597813,-109.059437
161,Northern,Rock Point,Chapter House,Chapter House,Rock Point_Chapter House,rockpoint.navajochapters.org,(928) 659-4350,8AM–5PM,"Charlene Kirk, CSC",rockpoint@navajochapters.org,Charlene,"Kirk, CSC",(Vacant),,Sylvia Jordan,syl@navajochapters.org,,PO Box 190,US-191 & Indian Rte 8014,Rock Point,AZ,86545,36 43 12.53 N,109 37 34.20 W,5002,858GP9CF+3G,"https://www.google.com/maps/place/Rock+Point+Chapter/@36.7201519,-109.6283489,17z/data=!3m1!4b1!4m5!3m4!1s0x8730a119b22bbd77:0x5bb487f13e6ccda4!8m2!3d36.7201476!4d-109.6261602?hl=en",CT Survey,(928) 659-4350,(928) 659-4351,Executive,Community Development,,,Administration Office,No,no,no,no,Sylvia Jordan,25/01/2018,Principal IT,siordan@nndcs.org,871-7213,Darion Littleben,AMS,,NTUA,,,,$83.95 ,  ,$28.65 ,$140 AMC phone survey,Wireless,,1.28,1.28,,2.34,1.18,,5.17,3.55,2.93,2,,,,,Frontier,2,, $-   ,,Copper,None,0,,,No,,,no,,Yes,NTUA CellularOne,no,,Other,"Network services (2) Internet provider: Frontier. Int speed test trial 1: 1,28/0,14, Internet speed test trial 2: 1,20/,00, Internet speed test trail 3: ,82/,00 Comments: Any Relevant or specific information related to the local network",,Yes,3,,Yes,1,,Yes,1,,no,,,Yes,1,,Yes ,3,,,Yes,2,,,Yes,1,No,0,,Yes,2,,Yes,1,"Video System,",navajochaters.org(google domain),,Real Time Solutions,,Google Drive,,None,,None,Any Relevant or specific information related to the local network,,no,no,Yes,no,,,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,ANTENNAS ,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.72015,-109.62616
162,Northern,San Juan,Chapter House,Chapter House,San Juan_Chapter House,sanjuan.navajochapters.org,(505) 960-6916,8AM–5PM,Amanda Tolino,ajtolino@navajochapters.org,Amanda,"Tolino, CM",Syndi R,"Griffith, AA","Wesley George, DCD IT",,505-960-6916,PO Box 1636,"Indian SR-362 & Hiwy 36, Waterflow, NM",Fruitland,NM,87416,36 44 23.22 N,108 31 54.6 W,5049.2,858HPFQ9+W7,"https://www.google.com/maps/place/San+Juan+Chapter+House/@36.7399251,-108.533926,17z/data=!3m1!4b1!4m5!3m4!1s0x873bbbf2e24c71b5:0x2cd3bb0411675d7a!8m2!3d36.7399208!4d-108.5317373?hl=en",CT Survey,(505) 960-6916,505-960-0010,Executive,Community Development,,,,Yes,no,Yes,,Tyler Capitan,28/11/2017,,,,Amanda Tolino,,,Sacred Wind,,,,,  , $-   ,,,,5.62,0.56,,5.5,0.54,,1.52,0.57,4.21,0.56,,13 hops,9 hops,,Sacred Wind,,,  ,,,N/A,,,,No,,,,,Yes,Various,no,,,,,Yes,32,CAT 5e,no,,,Yes,1,Cisco Switch 3750,no,,,No,,no,Yes ,6,,,Yes,5,,,Yes,1,,,,Yes,1,,,,,navajochapters.org,,Sacred Wind,,,,,,Norbert Nez and Sylvia Jordan DCD,,,,,,,,,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.739921,-108.531738
